"no","code","description","function","authorization"
"80","APM006","Year End Processing","Printer/Message Control","CORPACCTV"
"80","APM006","Year End Processing","Printer/Message Control","FACCTSUPR"
"80","APM006","Year End Processing","Printer/Message Control","FAPCLERK"
"80","APM006","Year End Processing","Printer/Message Control","FCORPACCTC"
"80","APM006","Year End Processing","Printer/Message Control","FCORPACCTV"
"80","APM006","Year End Processing","Printer/Message Control","FPROGRAMMR"
"80","APM006","Year End Processing","Printer/Message Control","PROGRAMMER"
"90","APM006","Year End Processing","Signoff","ACCTSUPR"
"90","APM006","Year End Processing","Signoff","APCLERK"
"90","APM006","Year End Processing","Signoff","CORPACCTCK"
"90","APM006","Year End Processing","Signoff","CORPACCTV"
"90","APM006","Year End Processing","Signoff","FACCTSUPR"
"90","APM006","Year End Processing","Signoff","FAPCLERK"
"90","APM006","Year End Processing","Signoff","FCORPACCTC"
"90","APM006","Year End Processing","Signoff","FCORPACCTV"
"90","APM006","Year End Processing","Signoff","FPROGRAMMR"
"90","APM006","Year End Processing","Signoff","PROGRAMMER"
"1","APM007","Month End Processing","Vendor Aging","ACCTSUPR"
"1","APM007","Month End Processing","Vendor Aging","APCLERK"
"1","APM007","Month End Processing","Vendor Aging","CORPACCTCK"
"1","APM007","Month End Processing","Vendor Aging","CORPACCTV"
"1","APM007","Month End Processing","Vendor Aging","FACCTSUPR"
"1","APM007","Month End Processing","Vendor Aging","FAPCLERK"
"1","APM007","Month End Processing","Vendor Aging","FCORPACCTC"
"1","APM007","Month End Processing","Vendor Aging","FCORPACCTV"
"1","APM007","Month End Processing","Vendor Aging","FPROGRAMMR"
"1","APM007","Month End Processing","Vendor Aging","PROGRAMMER"
"2","APM007","Month End Processing","A/P Distribution","ACCTSUPR"
"2","APM007","Month End Processing","A/P Distribution","APCLERK"
"2","APM007","Month End Processing","A/P Distribution","CORPACCTCK"
"2","APM007","Month End Processing","A/P Distribution","CORPACCTV"
"2","APM007","Month End Processing","A/P Distribution","FACCTSUPR"
"2","APM007","Month End Processing","A/P Distribution","FAPCLERK"
"2","APM007","Month End Processing","A/P Distribution","FCORPACCTC"
"2","APM007","Month End Processing","A/P Distribution","FCORPACCTV"
"2","APM007","Month End Processing","A/P Distribution","FPROGRAMMR"
"2","APM007","Month End Processing","A/P Distribution","PROGRAMMER"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","ACCTSUPR"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","CORPACCTCK"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","CORPACCTV"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","FACCTSUPR"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","FCORPACCTC"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","FCORPACCTV"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","FPROGRAMMR"
"3","APM007","Month End Processing","Post A/P Distribution to G/L","PROGRAMMER"
"4","APM007","Month End Processing","Cleared Checks","ACCTSUPR"
"4","APM007","Month End Processing","Cleared Checks","FACCTSUPR"
"4","APM007","Month End Processing","Cleared Checks","FPROGRAMMR"
"4","APM007","Month End Processing","Cleared Checks","PROGRAMMER"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","ACCTSUPR"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","ALLUSROPT"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","CORPACCTCK"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","CORPACCTV"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","FACCTSUPR"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","FALLUSROPT"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","FCORPACCTC"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","FCORPACCTV"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","FPROGRAMMR"
"5","APM007","Month End Processing","A/P Distribution-Sort Options","PROGRAMMER"
"30","APM007","Month End Processing","P.O. Variance","ACCTSUPR"
"30","APM007","Month End Processing","P.O. Variance","CORPACCTCK"
"30","APM007","Month End Processing","P.O. Variance","CORPACCTV"
"30","APM007","Month End Processing","P.O. Variance","FACCTSUPR"
"30","APM007","Month End Processing","P.O. Variance","FCORPACCTC"
"30","APM007","Month End Processing","P.O. Variance","FCORPACCTV"
"30","APM007","Month End Processing","P.O. Variance","FPROGRAMMR"
"30","APM007","Month End Processing","P.O. Variance","PROGRAMMER"
"31","APM007","Month End Processing","Check Reconciliation","ACCTSUPR"
"31","APM007","Month End Processing","Check Reconciliation","CORPACCTCK"
"31","APM007","Month End Processing","Check Reconciliation","CORPACCTV"
"31","APM007","Month End Processing","Check Reconciliation","FACCTSUPR"
"31","APM007","Month End Processing","Check Reconciliation","FCORPACCTC"
"31","APM007","Month End Processing","Check Reconciliation","FCORPACCTV"
"31","APM007","Month End Processing","Check Reconciliation","FPROGRAMMR"
"31","APM007","Month End Processing","Check Reconciliation","PROGRAMMER"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","ACCTSUPR"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","CORPACCTCK"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","CORPACCTV"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","FACCTSUPR"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","FCORPACCTC"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","FCORPACCTV"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","FPROGRAMMR"
"32","APM007","Month End Processing","Cash Requirements & A/P Turns","PROGRAMMER"
"33","APM007","Month End Processing","AP Batch Totals","APCLERK"
"33","APM007","Month End Processing","AP Batch Totals","FAPCLERK"
"33","APM007","Month End Processing","AP Batch Totals","FPROGRAMMR"
"33","APM007","Month End Processing","AP Batch Totals","PROGRAMMER"
"80","APM007","Month End Processing","Printer/Message Control","ACCTSUPR"
"80","APM007","Month End Processing","Printer/Message Control","ALLUSROPT"
"80","APM007","Month End Processing","Printer/Message Control","APCLERK"
"80","APM007","Month End Processing","Printer/Message Control","CORPACCTCK"
"80","APM007","Month End Processing","Printer/Message Control","CORPACCTV"
"80","APM007","Month End Processing","Printer/Message Control","FACCTSUPR"
"80","APM007","Month End Processing","Printer/Message Control","FALLUSROPT"
"80","APM007","Month End Processing","Printer/Message Control","FAPCLERK"
"80","APM007","Month End Processing","Printer/Message Control","FCORPACCTC"
"80","APM007","Month End Processing","Printer/Message Control","FCORPACCTV"
"80","APM007","Month End Processing","Printer/Message Control","FPROGRAMMR"
"80","APM007","Month End Processing","Printer/Message Control","PROGRAMMER"
"90","APM007","Month End Processing","Signoff","ACCTSUPR"
"90","APM007","Month End Processing","Signoff","APCLERK"
"90","APM007","Month End Processing","Signoff","CORPACCTCK"
"90","APM007","Month End Processing","Signoff","CORPACCTV"
"90","APM007","Month End Processing","Signoff","FACCTSUPR"
"90","APM007","Month End Processing","Signoff","FAPCLERK"
"90","APM007","Month End Processing","Signoff","FCORPACCTC"
"90","APM007","Month End Processing","Signoff","FCORPACCTV"
"90","APM007","Month End Processing","Signoff","FPROGRAMMR"
"90","APM007","Month End Processing","Signoff","PROGRAMMER"
"1","APM008","Table File Maintenance","Terms","FPROGRAMMR"
"1","APM008","Table File Maintenance","Terms","PROGRAMMER"
"2","APM008","Table File Maintenance","Vendor Status","FPROGRAMMR"
"2","APM008","Table File Maintenance","Vendor Status","PROGRAMMER"
"3","APM008","Table File Maintenance","Vendor Types","FPROGRAMMR"
"3","APM008","Table File Maintenance","Vendor Types","FPURSPEC"
"3","APM008","Table File Maintenance","Vendor Types","FPURSUPR"
"3","APM008","Table File Maintenance","Vendor Types","FPURSUPR2"
"3","APM008","Table File Maintenance","Vendor Types","FTEMPGRP"
"3","APM008","Table File Maintenance","Vendor Types","PROGRAMMER"
"3","APM008","Table File Maintenance","Vendor Types","PURSPEC"
"3","APM008","Table File Maintenance","Vendor Types","PURSUPR"
"3","APM008","Table File Maintenance","Vendor Types","PURSUPR2"
"3","APM008","Table File Maintenance","Vendor Types","TEMPGRP"
"4","APM008","Table File Maintenance","Buyers","FPROGRAMMR"
"4","APM008","Table File Maintenance","Buyers","FPURSPEC"
"4","APM008","Table File Maintenance","Buyers","FPURSUPR"
"4","APM008","Table File Maintenance","Buyers","FPURSUPR2"
"4","APM008","Table File Maintenance","Buyers","FTEMPGRP"
"4","APM008","Table File Maintenance","Buyers","PROGRAMMER"
"4","APM008","Table File Maintenance","Buyers","PURSPEC"
"4","APM008","Table File Maintenance","Buyers","PURSUPR"
"4","APM008","Table File Maintenance","Buyers","PURSUPR2"
"4","APM008","Table File Maintenance","Buyers","TEMPGRP"
"5","APM008","Table File Maintenance","Job Descriptions","FPROGRAMMR"
"5","APM008","Table File Maintenance","Job Descriptions","PROGRAMMER"
"6","APM008","Table File Maintenance","P/O Invoice Hold Reason Codes","FPROGRAMMR"
"6","APM008","Table File Maintenance","P/O Invoice Hold Reason Codes","PROGRAMMER"
"7","APM008","Table File Maintenance","Update Vendor Terms","FPROGRAMMR"
"7","APM008","Table File Maintenance","Update Vendor Terms","PROGRAMMER"
"31","APM008","Table File Maintenance","Terms","APCLERK"
"31","APM008","Table File Maintenance","Terms","FAPCLERK"
"31","APM008","Table File Maintenance","Terms","FPROGRAMMR"
"31","APM008","Table File Maintenance","Terms","PROGRAMMER"
"32","APM008","Table File Maintenance","Vendor Status","APCLERK"
"32","APM008","Table File Maintenance","Vendor Status","FAPCLERK"
"32","APM008","Table File Maintenance","Vendor Status","FPROGRAMMR"
"32","APM008","Table File Maintenance","Vendor Status","FPURSPEC"
"32","APM008","Table File Maintenance","Vendor Status","FPURSUPR"
"32","APM008","Table File Maintenance","Vendor Status","FPURSUPR2"
"32","APM008","Table File Maintenance","Vendor Status","FTEMPGRP"
"32","APM008","Table File Maintenance","Vendor Status","PROGRAMMER"
"32","APM008","Table File Maintenance","Vendor Status","PURSPEC"
"32","APM008","Table File Maintenance","Vendor Status","PURSUPR"
"32","APM008","Table File Maintenance","Vendor Status","PURSUPR2"
"32","APM008","Table File Maintenance","Vendor Status","TEMPGRP"
"33","APM008","Table File Maintenance","Vendor Types","APCLERK"
"33","APM008","Table File Maintenance","Vendor Types","FAPCLERK"
"33","APM008","Table File Maintenance","Vendor Types","FPROGRAMMR"
"33","APM008","Table File Maintenance","Vendor Types","FPURSPEC"
"33","APM008","Table File Maintenance","Vendor Types","FPURSUPR"
"33","APM008","Table File Maintenance","Vendor Types","FPURSUPR2"
"33","APM008","Table File Maintenance","Vendor Types","FTEMPGRP"
"33","APM008","Table File Maintenance","Vendor Types","PROGRAMMER"
"33","APM008","Table File Maintenance","Vendor Types","PURSPEC"
"33","APM008","Table File Maintenance","Vendor Types","PURSUPR"
"33","APM008","Table File Maintenance","Vendor Types","PURSUPR2"
"33","APM008","Table File Maintenance","Vendor Types","TEMPGRP"
"35","APM008","Table File Maintenance","Job Descriptions","APCLERK"
"35","APM008","Table File Maintenance","Job Descriptions","FAPCLERK"
"35","APM008","Table File Maintenance","Job Descriptions","FPROGRAMMR"
"35","APM008","Table File Maintenance","Job Descriptions","PROGRAMMER"
"1","APM009","1099 Processing Menu","Create S1 Summary","CORPACCTCK"
"1","APM009","1099 Processing Menu","Create S1 Summary","CORPACCTV"
"1","APM009","1099 Processing Menu","Create S1 Summary","FCORPACCTC"
"1","APM009","1099 Processing Menu","Create S1 Summary","FCORPACCTV"
"1","APM009","1099 Processing Menu","Create S1 Summary","FPROGRAMMR"
"1","APM009","1099 Processing Menu","Create S1 Summary","PRODOBJ"
"1","APM009","1099 Processing Menu","Create S1 Summary","PROGRAMMER"
"2","APM009","1099 Processing Menu","Create S2 Summary","CORPACCTCK"
"2","APM009","1099 Processing Menu","Create S2 Summary","CORPACCTV"
"2","APM009","1099 Processing Menu","Create S2 Summary","FCORPACCTC"
"2","APM009","1099 Processing Menu","Create S2 Summary","FCORPACCTV"
"2","APM009","1099 Processing Menu","Create S2 Summary","FPROGRAMMR"
"2","APM009","1099 Processing Menu","Create S2 Summary","PRODOBJ"
"2","APM009","1099 Processing Menu","Create S2 Summary","PROGRAMMER"
"3","APM009","1099 Processing Menu","Combine Summary Files","CORPACCTCK"
"3","APM009","1099 Processing Menu","Combine Summary Files","CORPACCTV"
"3","APM009","1099 Processing Menu","Combine Summary Files","FCORPACCTC"
"3","APM009","1099 Processing Menu","Combine Summary Files","FCORPACCTV"
"3","APM009","1099 Processing Menu","Combine Summary Files","FPROGRAMMR"
"3","APM009","1099 Processing Menu","Combine Summary Files","PRODOBJ"
"3","APM009","1099 Processing Menu","Combine Summary Files","PROGRAMMER"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","CORPACCTCK"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","CORPACCTV"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","FCORPACCTC"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","FCORPACCTV"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","FPROGRAMMR"
"4","APM009","1099 Processing Menu","Lst Summary File: Ven Numb Seq","PROGRAMMER"
"5","APM009","1099 Processing Menu","Update Summary File","CORPACCTCK"
"5","APM009","1099 Processing Menu","Update Summary File","CORPACCTV"
"5","APM009","1099 Processing Menu","Update Summary File","FCORPACCTC"
"5","APM009","1099 Processing Menu","Update Summary File","FCORPACCTV"
"5","APM009","1099 Processing Menu","Update Summary File","FPROGRAMMR"
"5","APM009","1099 Processing Menu","Update Summary File","PROGRAMMER"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","CORPACCTCK"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","CORPACCTV"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","FCORPACCTC"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","FCORPACCTV"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","FPROGRAMMR"
"6","APM009","1099 Processing Menu","Print 1099 Forms: INACOM LtrHd","PROGRAMMER"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","CORPACCTCK"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","CORPACCTV"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","FCORPACCTC"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","FCORPACCTV"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","FPROGRAMMR"
"7","APM009","1099 Processing Menu","Create Mag Tape File Info","PROGRAMMER"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","CORPACCTCK"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","CORPACCTV"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","FCORPACCTC"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","FCORPACCTV"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","FPROGRAMMR"
"8","APM009","1099 Processing Menu","Lst Summary File: Ven Name Seq","PROGRAMMER"
"9","APM009","1099 Processing Menu","Backup 1099 Summary File /Tape","FPROGRAMMR"
"9","APM009","1099 Processing Menu","Backup 1099 Summary File /Tape","PROGRAMMER"
"13","APM009","1099 Processing Menu","Query Reports","CORPACCTCK"
"13","APM009","1099 Processing Menu","Query Reports","CORPACCTV"
"13","APM009","1099 Processing Menu","Query Reports","FCORPACCTC"
"13","APM009","1099 Processing Menu","Query Reports","FCORPACCTV"
"13","APM009","1099 Processing Menu","Query Reports","FPROGRAMMR"
"13","APM009","1099 Processing Menu","Query Reports","PROGRAMMER"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","CORPACCTCK"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","CORPACCTV"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","FCORPACCTC"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","FCORPACCTV"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","FPROGRAMMR"
"14","APM009","1099 Processing Menu","Reprint & Correction RPT","PROGRAMMER"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","CORPACCTCK"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","CORPACCTV"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","FCORPACCTC"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","FCORPACCTV"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","FPROGRAMMR"
"15","APM009","1099 Processing Menu","Corrected Magnetic Tape","PROGRAMMER"
"1","AR0001","ACCOUNTS RECEIVABLE","Customer Master","ACCTSUPR"
